,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
17814,5,1,0,12,2017Q3,7271,620164.0872,608223.2538,613361.8952,606391.1898,570467.4026,585476.2585,617005.9671,596388.2342,589080.7314
10323,8,1,1,5,2015Q3,4133,591246.5522,585924.2218,593294.702,625110.2582,597417.9012,593450.6279,613185.6765,584203.7315,619184.144
21742,8,1,1,5,2018Q4,9751,607360.3624,581736.8548,609061.7029,594667.6167,580569.2628,576817.1412,586067.6896,603688.176,615131.5937
11080,10,0,1,5,2017Q3,4411,603207.7162,627303.1797,581506.1458,615748.6051,590841.3453,571520.0871,598709.4665,598851.0634,581562.1515
8680,8,1,1,5,2020Q1,3470,605135.0126,609247.8761,624427.8339,594146.7449,588535.2336,570982.5096,586681.589,617881.3901,624692.8993
28107,4,1,0,0,2017Q3,13981,577182.0824,603412.7764,595744.9865,579637.2535,590022.9435,614680.8104,623583.4648,586350.566,605313.3735
5819,5,1,0,12,2014Q4,2315,616412.2973,598215.1621,569425.1475,585341.2333,598440.0319,593640.695,588949.1819,613478.8783,627293.984
26133,5,1,0,12,2017Q4,13192,602300.3277,601659.6329,612762.4658,578210.034,621237.6508,602070.4861,607950.6769,601158.8909,628528.9284
14326,5,1,0,0,2019Q3,5625,611766.436,623991.3096,611274.2524,575862.5435,576933.5117,569936.5933,622832.5962,631389.9697,621108.709
20326,5,1,0,4,2019Q2,8719,599480.5836,609823.7093,628842.1729,578692.8443,590459.7043,611473.6579,612349.8123,574957.6627,625260.6375
18103,8,1,1,5,2016Q3,7411,627365.1022,607506.1627,613643.3423,627883.5745,606474.4196,585318.577,597057.8183,609541.4926,571505.558
22810,9,0,0,19,2020Q1,10734,578541.7061,623203.4342,572620.989,588627.9398,577483.1321,615177.2285,587143.8422,613764.6596,572757.3361
18587,6,1,1,5,2018Q2,7681,608403.2786,622049.763,572030.3126,614204.5962,602635.672,591530.2323,603552.8763,594690.7944,589818.1937
3636,6,1,0,4,2017Q4,1442,579632.3205,584323.734,609884.5986,573075.7407,593207.5168,625709.3145,627894.0449,595427.9652,601659.5154
15989,7,1,1,5,2016Q1,6359,578227.6138,611517.0941,579583.06,610853.589,610336.8478,592597.7878,628002.6643,601215.5588,578665.5278
1936,6,1,0,12,2015Q3,760,597139.6542,594255.0941,613274.1513,588975.4624,602311.0765,582645.2164,596267.6916,584554.131,631023.0904
28133,4,1,0,12,2015Q4,13993,604933.5928,595684.7913,632293.8055,619314.8124,590231.699,587654.3538,623891.8666,610625.2969,616700.3289
2473,6,1,0,8,2015Q2,980,572505.6525,607079.4662,591299.2889,590908.1943,576493.3041,609774.6075,622489.8648,624289.4184,602251.967
25961,7,1,1,5,2015Q4,13111,603457.3722,627832.5222,586550.536,595985.1792,608260.9317,570053.7026,579875.6749,649541.4397,628710.5545
27659,8,1,0,47,2014Q4,13800,623641.3294,619396.9232,619019.0275,606914.1783,573850.35,594056.842,626014.7658,606662.065,577479.8767
20282,5,1,1,5,2019Q4,8693,607937.3789,572481.6356,613016.0442,620610.7749,588924.4827,614901.5796,597391.1978,596244.9305,621053.407
6931,10,0,1,5,2018Q2,2756,604691.8719,622322.1291,583338.7175,571311.847,615739.4907,575479.7194,582987.7063,595537.2969,570319.2236
7480,4,1,0,12,2015Q3,2974,570440.7104,578495.9513,608961.1611,575306.3754,591904.6355,616993.0682,603564.0385,612750.1083,586271.0549
357,3,1,0,13,2015Q3,151,582145.5103,616400.9948,595049.0696,621050.0495,582154.2481,619151.3851,630275.3985,644943.7175,609665.7472
28011,4,1,0,12,2019Q3,13942,602609.7563,578988.7407,603802.3065,622400.6077,627786.8019,602303.2411,615786.9282,597244.4834,622695.678
22596,7,1,0,26,2019Q1,10507,594934.3664,602609.1677,598681.8633,600568.5497,576827.3158,604977.04,624165.7444,586444.3307,596291.54
20879,8,1,0,12,2019Q2,9102,608019.824,618518.6842,571928.2367,584371.2357,573772.7889,600194.4156,620361.6591,619876.8536,595829.8735
24840,8,1,1,5,2014Q4,12688,615723.1246,587642.5748,586940.8015,583154.1208,592209.8543,595804.3025,628123.5925,581607.8695,589288.8217
9804,6,1,0,24,2015Q2,3932,675550.0366,578881.8681,684973.0496,593842.7222,639917.0527,604714.2301,603001.8836,818925.1211,716338.9828
25927,7,1,0,27,2017Q3,13102,605347.7773,601188.4301,582044.9939,593312.3919,578128.4365,627069.6129,608947.4922,575513.2441,604060.9438
16989,6,1,1,5,2019Q3,6843,572318.0356,596927.1385,625931.8217,589442.0592,582590.4663,603219.2977,603451.1442,611209.8789,591203.8809
3133,7,1,0,19,2015Q2,1240,606703.3137,570089.6297,611879.2475,574514.4687,625309.6187,613644.5241,589748.5132,604862.3019,593034.1647
18503,4,1,0,30,2016Q3,7625,585163.4876,574907.0322,588760.584,623958.7477,604712.5679,570275.2657,593449.3753,672356.8806,586835.6629
7615,10,0,1,5,2019Q2,3035,621678.2718,602621.9471,609559.5824,609884.7968,594633.3263,604792.6814,626821.1151,621659.0635,617705.7799
22875,4,1,1,5,2019Q1,10795,587686.9995,611867.3765,617705.6007,624637.3224,580621.6599,585508.4409,598907.1343,572786.9688,582569.3048
6736,5,1,0,18,2017Q1,2690,570778.311,621250.1524,598720.9209,612081.2834,600479.3923,587661.0315,580321.2463,608769.5964,575814.056
9146,13,0,0,0,2019Q3,3666,613497.658,580839.3085,571205.9496,594126.7639,593115.8935,588264.4574,583728.6172,607736.1113,602801.2204
25862,7,1,1,5,2015Q3,13080,604813.088,583167.9566,599396.5946,577815.1224,572283.0836,579256.8835,608126.6118,622214.2019,613940.4421
1451,6,1,0,11,2018Q3,575,600979.4045,604039.7351,610417.2846,586945.337,629490.457,612548.5729,575890.2816,620783.0929,614973.3715
14806,6,1,1,5,2016Q3,5831,590377.7327,627454.0,619067.1979,613067.2151,593700.9104,618002.2626,581574.2819,601625.735,613190.8001
10545,5,1,0,71,2020Q1,4215,595413.4081,613736.1479,602089.8839,625591.5248,624321.4828,585700.6357,611119.9435,569464.4291,614939.5549
9183,7,1,0,21,2015Q2,3678,592478.9098,581883.6147,609525.3187,580188.2753,573374.4348,586924.4067,586076.3512,627221.6804,627552.7356
14557,8,1,0,2,2016Q3,5725,604841.3642,585957.85,593988.6891,591901.1226,639571.4761,613419.0191,624582.557,761692.4144,757669.8809
21639,12,0,0,13,2019Q3,9668,590334.3621,613297.5363,591226.1956,589465.4398,625719.2386,595721.4376,580589.1033,603066.0032,621070.7379
21445,6,1,1,5,2019Q1,9512,593404.9359,576113.7469,604690.2766,612751.4703,591814.504,586160.2326,612571.7375,631803.468,602970.5165
11336,6,1,1,5,2015Q3,4494,603428.1001,601802.6989,621922.507,593964.4105,598928.0907,598358.7261,618051.062,587942.3868,599377.9161
9085,5,1,0,34,2018Q4,3645,622580.5218,591014.5059,623425.8356,617161.4095,606615.1677,592757.3984,578476.2472,624871.1773,577064.9864
17381,7,1,0,16,2017Q2,7053,582790.6503,581153.586,590222.7177,602809.4128,628342.0406,623291.9583,570363.3528,614119.7116,580748.3119
16262,8,1,1,5,2016Q3,6474,589110.885,573571.8732,628546.7258,629339.9252,609802.6199,582426.1576,603652.5105,637313.6801,574252.5515
495,5,1,0,12,2017Q1,211,615916.0559,625269.8535,584312.5324,596808.3053,592428.8007,623966.8483,572282.5931,587785.7227,587944.3301
22540,5,1,0,26,2019Q3,10454,625543.3051,606689.6442,594331.0321,572829.9907,624036.3314,604161.9414,596256.4392,592338.7908,581967.0484
10213,5,1,1,5,2017Q3,4092,591911.9023,606066.2348,597720.0211,571742.2787,571372.1648,581808.9085,624683.0225,611371.1173,572308.7338
790,5,1,0,11,2019Q2,320,583965.8516,573619.0157,586744.8424,597213.2994,616949.3598,598553.7303,606307.7083,635552.658,609209.5004
10940,4,1,1,5,2018Q4,4356,574288.0656,584285.1096,577591.0549,580780.2325,578438.576,617706.7797,616685.7253,578670.4077,602755.8933
13944,8,1,0,21,2019Q1,5482,579876.4429,595372.2755,586735.8796,610330.5925,594796.4556,609808.58,591549.8901,585265.9763,600624.6959
6321,6,1,0,28,2015Q4,2530,602365.4296,615285.9075,588206.588,593623.4263,634356.871,577556.9249,569724.0862,621108.5787,641770.0676
10762,5,1,0,8,2016Q1,4287,580386.0657,621215.1969,624398.2995,577953.5458,569174.7125,600430.0848,599714.1302,628114.5092,585029.7633
22062,7,1,0,0,2018Q2,10030,573317.5558,569216.4323,580035.4933,586866.502,612548.8015,607186.3472,626925.0091,617211.0857,607791.5609
27505,6,1,0,20,2017Q2,13731,593894.3971,589452.4078,574213.9208,599565.392,573350.1185,613535.2458,585941.4242,576201.6771,579930.1139
23203,6,1,1,5,2019Q2,11144,605349.3409,570571.4419,619815.3283,569733.0166,607252.4756,610445.3762,613220.8036,591792.6163,626782.302
19432,9,0,0,14,2019Q2,8161,595535.7,577116.273,573492.0906,623383.4292,601237.7485,612546.8605,586732.9324,590756.173,614392.6081
20079,8,1,0,12,2020Q1,8558,574433.0608,596911.9952,585747.7131,612127.8619,602397.0115,589223.5866,616164.5511,628191.7355,592734.2294
6340,4,1,0,33,2015Q2,2540,592560.8357,568820.7535,627735.5289,613200.9451,590792.992,610458.6206,572147.6399,583234.6132,619828.3873
6768,9,0,1,5,2015Q4,2701,629809.6158,587477.9271,615519.9179,598497.8405,579348.7935,612802.2412,618880.6045,588470.1011,568652.0248
25425,4,1,0,4,2018Q4,12924,624620.616,572253.2831,585131.2879,568765.3701,626416.6567,622040.6636,604993.5173,600802.1776,605758.3128
1221,7,1,1,5,2017Q1,477,624505.3566,584184.8595,598816.2663,626687.0891,609300.3784,598839.0933,580516.9242,576787.0,597725.1415
7586,4,1,1,5,2015Q1,3024,599425.6406,572688.4097,574328.2062,608110.2151,608651.7313,610912.5806,585857.5306,576093.0625,618071.5616
22602,8,1,0,8,2019Q2,10513,577565.7665,603694.9864,576587.4168,585855.9439,628336.031,599510.0899,589840.5491,628102.6125,610767.7256
24830,10,0,0,11,2017Q3,12686,626126.4638,594785.893,585517.2029,594644.6267,623048.3268,618013.9911,598341.044,573741.5325,568951.1798
2004,9,0,0,62,2018Q1,787,605300.8353,580385.0862,603187.0026,600552.6889,580396.7719,597557.6002,601024.1182,577527.4859,581621.3617
9540,6,1,0,12,2018Q4,3842,615836.7735,593036.3204,585900.6764,570993.9929,623454.0652,622204.7998,576717.3776,599980.2273,574457.545
21866,5,1,1,5,2018Q3,9857,602488.3877,606939.3375,572965.1001,611811.4005,608315.6464,584373.8374,569367.7634,626650.2516,590877.2
20356,4,1,0,2,2017Q4,8739,590678.2637,627024.219,582025.3125,582902.1651,602094.1254,583906.1517,572579.2811,571602.5436,614370.414
16092,9,0,0,21,2017Q4,6402,621922.7923,608302.323,618162.8932,609889.2947,598183.7801,590849.7868,614387.7887,663655.9547,618795.2725
13493,10,0,1,5,2016Q1,5301,572039.0211,595053.5173,611134.7692,625793.3418,608064.219,603128.3628,573915.9538,602992.6555,602334.4483
27711,8,1,0,2,2015Q1,13824,590539.613,627769.719,599096.5254,613379.7666,587125.7808,576051.22,624749.2927,610255.3082,594879.6636
20647,6,1,1,5,2019Q1,8973,621953.7488,619547.0692,617061.1399,570830.892,611112.1327,612098.4854,581896.6187,580943.1636,591262.3256
16902,8,1,1,5,2017Q4,6796,572075.2016,626579.0043,604427.1527,589307.8851,605495.6319,608935.5471,609836.2152,621123.7257,602248.5552
1320,5,1,1,5,2020Q1,520,586520.8019,587506.025,585669.8427,603369.0183,587998.1176,599494.0269,606948.8839,609160.3107,598751.2274
23521,7,1,1,5,2019Q3,11506,578201.3146,593963.3173,599015.7714,581887.0156,599721.7739,608248.4938,601388.0324,583389.7517,576324.7769
3747,5,1,0,12,2015Q3,1486,581957.2035,585083.7463,603795.727,605305.7614,571498.3909,599115.8982,582436.6055,580426.9297,582355.2219
6967,9,0,1,5,2017Q4,2768,607011.331,614201.7641,619848.0591,618696.3224,591816.0249,629421.5022,572731.9714,626385.3037,612378.4941
12704,5,1,0,30,2018Q3,5007,582701.62,573379.7298,616791.1153,619805.7026,598404.5625,572030.4738,577820.3013,603613.9698,605954.2701
28114,8,1,1,5,2016Q2,13985,608751.5774,624550.8351,607395.4126,603358.3145,617357.608,586408.3343,585033.6095,627138.1189,617639.2918
21013,8,1,0,12,2018Q1,9187,613880.6131,578580.1566,602743.2494,584097.0421,600739.2593,608415.5862,569779.88,587419.9363,592575.152
3751,9,0,0,4,2019Q3,1488,582349.8079,610353.7052,610893.6011,617103.2752,582842.004,614363.8463,611499.4877,589502.8439,570145.963
27180,6,1,1,5,2016Q2,13593,614624.4348,586947.7989,582451.3898,592220.716,620197.9771,572763.7018,592769.7251,587381.2202,621705.7476
22974,6,1,1,5,2019Q2,10896,584442.6936,605034.6637,571598.4741,595934.3464,573293.2631,604798.5685,583543.7496,618258.5655,608047.034
6453,5,1,0,12,2018Q4,2582,628208.7529,575470.2726,615093.3476,579703.7054,626521.3675,616266.3611,586368.4355,598187.7519,572798.6433
9142,6,1,0,8,2015Q3,3664,625621.0022,626231.1457,608601.1243,570395.6729,598277.5276,628768.7355,571578.8268,600117.5149,574941.1496
315,6,1,0,4,2015Q1,135,628572.2988,602689.0449,591651.3543,599040.1766,611539.7762,591545.2602,612692.5118,582636.5752,581415.1825
16869,7,1,0,11,2015Q4,6778,586194.0417,620003.3368,602716.3756,595553.3088,595473.3067,606823.7188,622428.0287,635161.2645,574138.9825
13847,5,1,0,32,2018Q1,5450,611232.9487,590428.6226,614009.6383,627284.55,569335.9146,617634.1884,593840.5361,579239.2107,624543.0704
825,4,1,0,0,2018Q2,335,617863.8456,591806.1946,619156.3371,599564.2896,621498.3865,594299.8004,622619.1042,626871.7071,621068.8842
287,6,1,0,0,2015Q2,124,618036.0334,582110.509,606963.4171,608040.5321,604049.7922,610562.0999,572620.1317,575261.6267,626680.2963
20133,6,1,1,5,2018Q2,8590,584394.5487,613987.6422,603166.0696,611515.0931,577859.2732,613024.1467,589026.1751,611773.969,581919.471
12889,8,1,0,42,2019Q3,5074,590900.5454,600275.8318,591308.3103,636216.2947,626446.0519,614606.2445,589059.5592,627884.1779,634787.6066
18461,8,1,0,25,2016Q4,7610,575722.0497,611370.6731,593922.7956,618622.3544,589313.1571,596235.2923,589746.4057,638151.0084,621110.9473
12110,8,1,1,5,2014Q4,4805,619991.6559,586831.4597,622831.4245,614128.6696,600497.621,608010.0363,617192.5631,591187.7605,625408.9678
8249,6,1,0,2,2016Q4,3291,588083.6037,592239.079,573056.7297,580526.6381,622032.2675,620902.3052,625406.0783,602613.7897,585072.6886
23076,8,1,1,5,2019Q4,11015,615774.5706,607555.8121,597289.9891,590452.3669,579038.8127,587592.8791,618117.709,578301.3994,569781.758
520,4,1,1,5,2017Q3,218,605274.1703,574134.0749,580891.8768,621713.8684,620575.5901,589467.184,613529.0025,586193.5054,583416.3796
14111,10,0,1,5,2017Q4,5536,617020.0371,618867.3335,571325.1258,606618.0511,623794.0845,607951.1431,585219.0603,627993.1556,598520.6642
15987,4,1,1,5,2019Q1,6359,571169.3151,595034.3414,576953.1592,581801.5875,600460.0629,597230.7311,621226.8002,609160.0762,576618.795
10221,10,0,0,35,2015Q3,4096,574568.537,593655.0658,610685.3283,597592.8527,575370.2709,600505.8741,622627.1179,588526.7284,622169.1571
5200,5,1,0,12,2016Q2,2077,619470.9506,570224.1111,617063.1137,609863.9826,612746.3548,610657.0653,607583.9357,623355.6462,624017.0656
13607,8,1,0,35,2019Q2,5346,583613.033,569721.6284,581835.3813,579478.9722,618254.9295,622792.0128,574196.8012,629074.9437,568719.7607
26132,5,1,0,12,2018Q4,13192,627440.6767,577702.0183,594964.5821,586411.9099,623250.0739,603891.5147,606783.9333,624653.5249,626915.3283
26734,7,1,0,12,2015Q4,13406,575834.714,570039.2997,611409.8476,627039.7121,627652.7261,597081.3666,624539.4184,578636.8806,612126.3141
23035,6,1,0,26,2019Q3,10964,595531.1606,576860.5447,617118.4884,626854.4851,581285.0425,616710.5566,619104.1683,612645.4078,594818.5375
15983,7,1,1,5,2019Q4,6358,593163.0066,603085.1978,631456.9946,599507.7769,615481.1632,584148.4271,576355.0882,585124.0118,607257.6716
79,6,1,1,5,2015Q1,34,589803.1251,594827.9266,590738.7725,603386.4257,586511.2707,591120.8932,619386.8482,586383.3808,576295.2897
3679,10,0,0,9,2016Q3,1462,591528.365,625606.832,625724.4483,630144.6119,589893.7601,593080.062,625231.0026,623325.3929,594515.9058
8702,6,1,0,11,2016Q2,3480,606457.3542,605280.6246,599625.2838,618831.5528,600144.3923,611733.3911,601448.5691,608380.2003,583479.2697
11908,8,1,0,12,2018Q2,4738,586214.5807,625511.6792,570214.4573,571246.7415,608209.4271,568474.5936,604822.2286,591508.5557,610105.1648
16004,10,0,1,5,2019Q3,6367,581846.622,598502.8565,606949.0953,629408.6443,573379.7428,569701.3591,610157.3652,610939.5714,627565.8707
26609,8,1,0,15,2016Q2,13372,617509.9719,606551.261,593423.5709,623060.0197,588270.1326,616911.3406,622787.8538,632441.738,578893.3506
3070,5,1,0,0,2015Q3,1220,602392.7024,597401.1833,594878.2864,579760.401,613772.614,592170.2527,606206.6119,585962.5949,593470.0759
9603,5,1,0,16,2019Q3,3864,573191.4391,615935.7665,623692.8939,578182.5198,594162.3966,600827.4699,620020.2365,616294.3401,613552.3516
10035,5,1,0,3,2015Q4,4021,623494.8928,571738.9053,604626.6636,607239.4559,603409.1298,586908.1082,586395.7057,575478.9983,590848.6319
4002,8,1,1,5,2019Q3,1600,580520.7285,581258.2274,612810.3606,624097.1264,603116.9561,623725.4653,613467.0133,590249.1024,588919.4283
1000,9,0,0,11,2015Q3,393,601046.3762,611851.2462,636470.9942,622152.1548,614907.0916,610994.9806,610149.861,648627.6587,606573.0191
26454,7,1,0,0,2015Q2,13320,603777.8828,592906.2787,604389.1828,586213.051,575107.0893,626655.6141,627616.104,603394.0703,590956.6752
17328,6,1,1,5,2019Q4,7024,607535.9955,591378.5307,597115.2213,605268.5209,597343.476,570148.3719,623971.7739,619248.0783,634585.3238
3526,7,1,0,19,2016Q3,1397,617436.9131,618307.035,615661.8846,629294.2367,590836.04,601243.6935,628850.4336,616039.7835,587093.2638
3275,9,0,1,5,2016Q3,1294,572166.141,581451.1821,622477.4966,576198.1403,609062.2237,570506.123,575189.376,638693.4751,633520.6364
16795,5,1,0,12,2016Q4,6744,583757.3166,613707.7974,570035.4642,591530.5434,570886.5191,621667.9052,604148.1597,606218.3918,572456.438
12472,9,0,0,19,2018Q4,4925,616403.2214,596265.7375,588301.7688,599968.9038,612430.8695,601313.4268,568514.6314,623510.5646,618406.255
7019,6,1,0,0,2015Q4,2789,607355.8995,608709.6523,578272.8705,580721.9144,619239.508,624273.6171,594358.3432,612136.1208,578914.6281
19836,8,1,1,5,2019Q3,8399,606234.7396,574584.4065,583448.7593,608782.2249,575590.106,616121.3165,607002.7729,618307.3813,592798.1943
2885,7,1,1,5,2016Q2,1148,577329.8234,590193.9576,618014.2642,604135.3704,572615.6897,598624.5085,621903.2705,621335.0268,618976.7929
24247,8,1,1,5,2020Q1,12453,619085.5191,600286.8038,583031.6399,627721.0361,606214.8138,594472.4923,577093.2807,575502.8201,607768.6359
18556,7,1,1,5,2018Q4,7664,623544.2472,624243.2794,573658.3295,600830.9613,606739.4851,579151.0816,628521.075,634243.1697,581206.0985
20609,7,1,1,5,2019Q2,8946,588005.3996,628017.2164,625364.3006,657001.1316,606752.4748,624179.3588,618020.1445,645574.9493,606095.7424
11122,6,1,1,5,2016Q3,4423,629129.9739,612477.2581,591219.6744,626189.936,617640.5999,605346.749,618817.1121,611698.3703,611781.7532
12291,12,0,0,64,2017Q1,4861,569531.6531,611491.2607,613625.3665,625253.9108,590001.3237,620968.2845,595578.5993,578439.85,622047.6877
25748,6,1,1,5,2015Q2,13044,623866.0625,607882.79,619390.8664,610960.904,618055.2397,569704.9332,619728.6679,607896.7437,594544.1442
20729,5,1,1,5,2018Q4,9016,624743.2924,586752.2335,660467.1888,630862.528,623352.4167,628614.4347,630838.1711,684221.5196,622342.7202
6810,4,1,1,5,2015Q3,2720,609763.6176,628232.9916,593573.7647,593986.1368,597055.2109,603462.8934,569804.9351,605680.4189,569898.4982
27892,6,1,1,5,2017Q1,13892,620076.6795,606791.712,614418.6159,627400.017,597098.3882,624303.6269,574078.6649,577459.8102,605232.2373
2208,4,1,0,3,2019Q3,874,586396.6627,627721.1084,591127.5472,602786.8588,627611.3228,613984.4619,576125.1754,600269.2148,618603.1202
25943,5,1,0,0,2016Q4,13107,578407.9079,577651.4982,624824.2637,626251.8829,588613.88,588164.2298,571022.1389,627708.9673,604581.8395
27921,8,1,1,5,2019Q3,13902,572031.9397,598962.7662,613807.4173,572676.8603,573566.7843,595387.7014,619456.5262,608966.176,571722.7347
6629,9,0,0,12,2015Q3,2650,613726.7051,586663.1149,608774.6791,598376.6132,569451.7724,623198.0929,610316.8977,602587.4817,573263.47
2213,4,1,0,12,2015Q4,875,722628.1605,575384.8112,782686.0562,732945.2276,686514.8895,629455.1691,636155.6406,1139756.273,884008.9903
1484,7,1,0,18,2016Q4,587,580004.1953,610466.0125,586098.6159,574952.5576,583432.9808,580220.0606,628249.4221,609077.2572,605031.6904
8571,5,1,1,5,2019Q3,3425,621894.9949,572880.3445,597060.8478,577806.6254,611564.7814,601951.1176,616300.195,598768.5516,606928.633
22646,8,1,1,5,2019Q3,10566,570550.7175,624295.7228,587838.2306,595567.3186,570793.4625,603489.0476,618434.0332,606327.6407,592762.9344
25856,6,1,1,5,2015Q1,13075,626424.7437,610882.3936,575033.5271,570537.3351,607109.5019,588284.0212,605880.9805,577987.6601,615594.7621
